Course ID;Course Name;Credit Hours;Description;Major
AS 3320;Leading People and Effective Communication II;3;This course utilizes student’s field training experience to take a more in-depth look at leadership. Special emphasis is placed on enhancing communication skills, and why that is important as a leader. Students have an opportunity to try out these leadership and management techniques in a supervised environment as juniors and seniors. Topics include: Mentoring, Ethical Decision Making, and Establishing Expectations. Leadership Laboratory is mandatory for AFROTC cadets and complements this course;Air Force Aerospace Studies
AS 4410;National Security and Preparation for Active Duty I;3;This course is designed for college seniors and provides them the foundation to understand their role as military officers and how they are directly tied to our National Security Strategy. It is an overview of the complex social and political issues facing the military profession and requires a measure of sophistication commensurate with the senior college level. Topics include: National Security Strategy, The Total Force, and Capabilities and Force Packaging. Leadership Laboratory is mandatory for AFROTC cadets and complements this course;Air Force Aerospace Studies
AS 4420;National Security and Preparation for Active Duty II;3;This course is designed for college seniors and provides them the foundation to understand their role as military officers and how they are directly tied to our National Security Strategy. It is an overview of the complex social and political issues facing the military profession and requires a measure of sophistication commensurate with the senior college level. Topics include: Leadership Authority and Responsibility, Military Justice, and Airmen Comprehensive Assessment. Leadership Laboratory is mandatory for AFROTC cadets and complements this course;Air Force Aerospace Studies
APPH 1040;Scientific Foundations of Health;2;"Students will learn how genetics, the environment and human behavior influence well-being.  Topics include health fitness, immunity, nutrition, stress management and chronic disease prevention. Credit not allowed for both APPH 1040 and APPH 1050 or HPS 1040 or APPH 1060.


APPH 1050.  The Science of Physical Activity and Health";Applied Physiology
APPH 1050;The Science of Physical Activity and Health;2;Students will learn the importance of health fitness, good nutrition, stress management and chronic disease prevention.  Activity portion of course will focus on training to improve fitness.  Credit not allowed for both APPH 1050 and HPS 1040 or APPH 1040 or APPH 1060;Applied Physiology
APPH 1060;Flourishing: Strategies for Well-being and Resilience;2;This course is designed to help students improve their health/well-being and flourish by using conceptual pillars such as coping, resiliency, optimism, mindfulness, and emotional intelligence. Credit not awarded for both APPH 1060 and APPH 1040 or APPH 1050;Applied Physiology
APPH 3802;Special Topics;2;Topics of current interest in applied physiology;Applied Physiology
APPH 4804;Special Topics;4;Topics of current interest in applied physiology;Applied Physiology
APPH 6202;Clinical Gait Analysis;3;Analysis of normal and pathological human locomotion. Study of theory and instrumentation for measurement of temporal and spatial kinematics and kinetics, electromyography, and plantar pressure;Applied Physiology
APPH 6203;Biomechanics and Kinesiology in Prosthetics and Orthotics;2;Mechanics of human movement applied to the study of artifical limbs and braces. Emphasis on neuromuscular control, Newtonian mechanics, kinematics and kinetics;Applied Physiology
APPH 6209;Clinical Pathology;2;Systems level overview of human pathology with emphasis on the effect of disease on human movement and neuromechanical function;Applied Physiology
APPH 6211;Systems Physiology I: Cellular Mechanisms of Plasticity;3;The course will focus on adaptations of skeletal, muscular, and neural systems at the cellular level;Applied Physiology
APPH 6212;Systems Physiology II: Physiology of Neuromotor Tissues;3;The course will focus on function and adaptations of skeletal, muscular, and neural systems. Interactions among the various systems and their plasticity will be emphasized;Applied Physiology
APPH 6213;Systems Physiology III: Integrated Systems and Adaptation;3;The course will focus on integrative mechanism impacting motor system performance. Interactions among the various systems and their plasticity will be emphasized;Applied Physiology
APPH 6214;Laboratory Rotations in Prosthetics and Orthotics;2;This course will provide the opportunity for students in individual laboratories to support their graduate training in prosthetics and orthotics;Applied Physiology
APPH 6215;Studies in Responsible Conduct of Research in Prosthetics and Orthotics;3;This course will cover areas related to research ethics, the responsible use of animial and human models and collaborative research issues in prosthetics and orthotics;Applied Physiology
APPH 6225;Biostatistics;3;Introductory statistical principles and methods of experimental design, sampling, power estimation, and hypothesis testing using ANOVA and regression;Applied Physiology
APPH 6230;Exercise Metabolism;3;The course will focus on the biochemical pathways that provide fuel for the human body during rest and various levels of physical activity;Applied Physiology
APPH 6231;Biomechanical Aspects of Human Motor Control;3;The course will examine selected motor control problems that the nervous system faces in the process of managing this mechanical complexity;Applied Physiology
APPH 6232;Locomotion Neuromechanics;3;This is a course that will introduce topics  on the biomechanical and neural aspects of the control of limbed locomotion and movement;Applied Physiology
APPH 6233;The Aging Movement Control System;3;The aim of this course is to review research literature dealing with the effects of advances in age on the CNS and motor performance;Applied Physiology
APPH 6235;Mechanics and Pathomechanics of Movement Control;3;This course is designed to understand the potential effects of selected disorders of the neuromuscular system on movement control;Applied Physiology
APPH 6236;Neuromuscular Physiology;3;This course discusses the application of current experimental techniques in human studies in vivo;Applied Physiology
APPH 6237;Methods of Human Neuroimaging;3;The purpose of the course is to introduce various methods of functional neuroimaging in humans;Applied Physiology
APPH 6238;Ion Channels in Health and Disease;3;This course will examine the structure, function and regulation of ion channels from both excitable and non-excitable cells;Applied Physiology
APPH 6239;Movement Disorders;3;This course serves as an introduction to the clinical and research aspects of movement disorders;Applied Physiology
APPH 6240;Cellular Physiology and Adaptation;3;This course will focus on adaptations of skeletal, muscular and neural systems at the cellular level;Applied Physiology
APPH 6241;Neuromotor Physiology;3;The course will focus on function and adaptations of the skeletal, muscular and neural systems. Interactions among various systems and their plasticity will be emphasized;Applied Physiology
APPH 6242;Integrative Physiology;3;The course will focus on integrative mechanisms impacting motor system performance. Interactions among the various systems and their plasticity will be emphasized;Applied Physiology
APPH 6400;Human Neuroanatomy;3;The purpose of this course is to learn the anatomical makeup of the human nervous system.  In this course we will closely examine details of central and peripheral neuroanatomy with links to function.  As well, comparisons with non-human vertebrate neuroanatomy will be made;Applied Physiology
APPH 6600;Muscle Structure and Plasticity;3;Covers the biological processes underlying skeletal muscle structure and function, as well as rigorous mathematical models of those processes;Applied Physiology
